seqid,source,type,start,end,score,strand,phase,attributes
1A,IWGSC,gene,28757074.0,28763216.0,.,-,.,ID=gene:TraesCS1A02G047000;biotype=protein_coding;gene_id=TraesCS1A02G047000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,29186383.0,29192077.0,.,+,.,ID=gene:TraesCS1A02G047200;biotype=protein_coding;description=Potassium transporter [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S458];gene_id=TraesCS1A02G047200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,29607628.0,29612226.0,.,+,.,ID=gene:TraesCS1A02G047500;biotype=protein_coding;gene_id=TraesCS1A02G047500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,30179974.0,30190054.0,.,+,.,ID=gene:TraesCS1A02G048600;biotype=protein_coding;gene_id=TraesCS1A02G048600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,30196596.0,30197675.0,.,-,.,ID=gene:TraesCS1A02G048700;biotype=protein_coding;gene_id=TraesCS1A02G048700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,30793888.0,30805600.0,.,-,.,ID=gene:TraesCS1A02G049300;biotype=protein_coding;description=Nuclear pore complex protein NUP107 [Source:Projected from Arabidopsis thaliana (AT3G14120) UniProtKB/Swiss-Prot%3BAcc:Q8L748];gene_id=TraesCS1A02G049300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,31031094.0,31032449.0,.,-,.,ID=gene:TraesCS1A02G049500;biotype=protein_coding;gene_id=TraesCS1A02G049500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,31778440.0,31781938.0,.,+,.,ID=gene:TraesCS1A02G049700;biotype=protein_coding;gene_id=TraesCS1A02G049700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32084707.0,32089178.0,.,+,.,ID=gene:TraesCS1A02G050100;biotype=protein_coding;gene_id=TraesCS1A02G050100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32260043.0,32262299.0,.,+,.,ID=gene:TraesCS1A02G050400;biotype=protein_coding;description=Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL%3BAcc:W4ZVD1];gene_id=TraesCS1A02G050400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32454117.0,32455183.0,.,+,.,ID=gene:TraesCS1A02G050900;biotype=protein_coding;description=Defensin [Source:UniProtKB/TrEMBL%3BAcc:A0A060AJ86];gene_id=TraesCS1A02G050900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32472235.0,32476408.0,.,-,.,ID=gene:TraesCS1A02G051000;biotype=protein_coding;gene_id=TraesCS1A02G051000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32544945.0,32547585.0,.,+,.,ID=gene:TraesCS1A02G051100;biotype=protein_coding;gene_id=TraesCS1A02G051100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32549428.0,32552583.0,.,+,.,ID=gene:TraesCS1A02G051200;biotype=protein_coding;gene_id=TraesCS1A02G051200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,32890600.0,32894593.0,.,+,.,ID=gene:TraesCS1A02G051300;biotype=protein_coding;gene_id=TraesCS1A02G051300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,33019233.0,33022457.0,.,+,.,ID=gene:TraesCS1A02G051500;biotype=protein_coding;gene_id=TraesCS1A02G051500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,33370767.0,33373330.0,.,+,.,ID=gene:TraesCS1A02G051700;biotype=protein_coding;gene_id=TraesCS1A02G051700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,33375413.0,33377767.0,.,-,.,ID=gene:TraesCS1A02G051900;biotype=protein_coding;gene_id=TraesCS1A02G051900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,34146866.0,34149852.0,.,-,.,ID=gene:TraesCS1A02G052100;biotype=protein_coding;gene_id=TraesCS1A02G052100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,34158622.0,34174068.0,.,+,.,ID=gene:TraesCS1A02G052200;biotype=protein_coding;description=Protein unc-13 homolog [Source:Projected from Arabidopsis thaliana (AT5G06970) UniProtKB/Swiss-Prot%3BAcc:Q8RX56];gene_id=TraesCS1A02G052200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,34406139.0,34410005.0,.,-,.,ID=gene:TraesCS1A02G052300;biotype=protein_coding;gene_id=TraesCS1A02G052300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,35931964.0,35936127.0,.,+,.,ID=gene:TraesCS1A02G054300;biotype=protein_coding;gene_id=TraesCS1A02G054300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36267235.0,36271054.0,.,-,.,ID=gene:TraesCS1A02G054900;biotype=protein_coding;description=transcription factor IIIA [Source:Projected from Arabidopsis thaliana (AT1G72050) TAIR%3BAcc:AT1G72050];gene_id=TraesCS1A02G054900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36271325.0,36278335.0,.,+,.,ID=gene:TraesCS1A02G055000;biotype=protein_coding;description=Thylakoid membrane protein TERC%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G12130) UniProtKB/Swiss-Prot%3BAcc:F4JZG9];gene_id=TraesCS1A02G055000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36278601.0,36281199.0,.,-,.,ID=gene:TraesCS1A02G055200;biotype=protein_coding;gene_id=TraesCS1A02G055200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36561933.0,36569908.0,.,+,.,ID=gene:TraesCS1A02G055400;biotype=protein_coding;gene_id=TraesCS1A02G055400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36765924.0,36766338.0,.,-,.,ID=gene:TraesCS1A02G056200;biotype=protein_coding;gene_id=TraesCS1A02G056200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36769724.0,36770407.0,.,-,.,ID=gene:TraesCS1A02G056400;biotype=protein_coding;gene_id=TraesCS1A02G056400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36772140.0,36774424.0,.,-,.,ID=gene:TraesCS1A02G056500;biotype=protein_coding;gene_id=TraesCS1A02G056500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36776373.0,36780640.0,.,+,.,ID=gene:TraesCS1A02G056600;biotype=protein_coding;gene_id=TraesCS1A02G056600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,36839920.0,36840861.0,.,+,.,ID=gene:TraesCS1A02G056900;biotype=protein_coding;gene_id=TraesCS1A02G056900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,37465850.0,37468260.0,.,+,.,ID=gene:TraesCS1A02G057100;biotype=protein_coding;gene_id=TraesCS1A02G057100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,37478206.0,37481881.0,.,+,.,ID=gene:TraesCS1A02G057200;biotype=protein_coding;description=Glutamyl-tRNA reductase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S176];gene_id=TraesCS1A02G057200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,37502130.0,37504986.0,.,-,.,ID=gene:TraesCS1A02G057300;biotype=protein_coding;gene_id=TraesCS1A02G057300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,38366744.0,38368653.0,.,-,.,ID=gene:TraesCS1A02G057900;biotype=protein_coding;gene_id=TraesCS1A02G057900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,38728807.0,38733500.0,.,-,.,ID=gene:TraesCS1A02G058400;biotype=protein_coding;gene_id=TraesCS1A02G058400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,39402527.0,39408383.0,.,+,.,ID=gene:TraesCS1A02G058600;biotype=protein_coding;gene_id=TraesCS1A02G058600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,39649614.0,39651876.0,.,-,.,ID=gene:TraesCS1A02G058900;biotype=protein_coding;description=D-ribulose kinase [Source:Projected from Arabidopsis thaliana (AT2G21370) UniProtKB/Swiss-Prot%3BAcc:Q8L794];gene_id=TraesCS1A02G058900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,39870474.0,39872241.0,.,-,.,ID=gene:TraesCS1A02G059100;biotype=protein_coding;description=Patatin [Source:UniProtKB/TrEMBL%3BAcc:W4ZY32];gene_id=TraesCS1A02G059100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,41357284.0,41362423.0,.,-,.,ID=gene:TraesCS1A02G060100;biotype=protein_coding;gene_id=TraesCS1A02G060100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,41712135.0,41714118.0,.,+,.,ID=gene:TraesCS1A02G060500;biotype=protein_coding;gene_id=TraesCS1A02G060500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,41740301.0,41745063.0,.,+,.,ID=gene:TraesCS1A02G060600;biotype=protein_coding;gene_id=TraesCS1A02G060600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,41747501.0,41750050.0,.,+,.,ID=gene:TraesCS1A02G060700;biotype=protein_coding;description=Ribosome biogenesis regulatory protein [Source:UniProtKB/TrEMBL%3BAcc:W4ZWF3];gene_id=TraesCS1A02G060700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,42251606.0,42256435.0,.,+,.,ID=gene:TraesCS1A02G061700;biotype=protein_coding;gene_id=TraesCS1A02G061700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,42546063.0,42550350.0,.,+,.,ID=gene:TraesCS1A02G062100;biotype=protein_coding;gene_id=TraesCS1A02G062100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,42643126.0,42668396.0,.,+,.,ID=gene:TraesCS1A02G062400;biotype=protein_coding;gene_id=TraesCS1A02G062400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,44363599.0,44367067.0,.,-,.,ID=gene:TraesCS1A02G063300;biotype=protein_coding;gene_id=TraesCS1A02G063300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,44406439.0,44407943.0,.,-,.,ID=gene:TraesCS1A02G063500;biotype=protein_coding;gene_id=TraesCS1A02G063500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,44408101.0,44412013.0,.,+,.,ID=gene:TraesCS1A02G063600;biotype=protein_coding;description=Ubiquitin-conjugating enzyme 37 [Source:Projected from Arabidopsis thaliana (AT3G24515) UniProtKB/TrEMBL%3BAcc:A0A1I9LLL0];gene_id=TraesCS1A02G063600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,45543088.0,45548553.0,.,+,.,ID=gene:TraesCS1A02G064000;biotype=protein_coding;description=Glycosyltransferases [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S4V0];gene_id=TraesCS1A02G064000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,45793606.0,45797826.0,.,+,.,ID=gene:TraesCS1A02G064100;biotype=protein_coding;gene_id=TraesCS1A02G064100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,47578260.0,47587723.0,.,+,.,ID=gene:TraesCS1A02G065300;biotype=protein_coding;gene_id=TraesCS1A02G065300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,47799453.0,47806227.0,.,+,.,ID=gene:TraesCS1A02G065400;biotype=protein_coding;gene_id=TraesCS1A02G065400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,47823749.0,47827916.0,.,-,.,ID=gene:TraesCS1A02G065600;biotype=protein_coding;gene_id=TraesCS1A02G065600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,48575894.0,48591514.0,.,+,.,ID=gene:TraesCS1A02G065700;biotype=protein_coding;description=SUMO (small ubiquitin-related modifier) E3-ligase%2C Abiotic stress response%2C Stress adaptatio [Source: Projected from Oryza sativa (Os05g0125000)];gene_id=TraesCS1A02G065700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,48592864.0,48594183.0,.,-,.,ID=gene:TraesCS1A02G065800;biotype=protein_coding;gene_id=TraesCS1A02G065800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,48725007.0,48730230.0,.,-,.,ID=gene:TraesCS1A02G066000;biotype=protein_coding;gene_id=TraesCS1A02G066000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,48783668.0,48786472.0,.,+,.,ID=gene:TraesCS1A02G066200;biotype=protein_coding;gene_id=TraesCS1A02G066200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,48966062.0,48979283.0,.,+,.,ID=gene:TraesCS1A02G066300;biotype=protein_coding;description=Hydroxyproline O-galactosyltransferase GALT3 [Source:Projected from Arabidopsis thaliana (AT3G06440) UniProtKB/Swiss-Prot%3BAcc:Q9ASW1];gene_id=TraesCS1A02G066300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49096241.0,49100322.0,.,+,.,ID=gene:TraesCS1A02G066700;biotype=protein_coding;gene_id=TraesCS1A02G066700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49099224.0,49103221.0,.,-,.,ID=gene:TraesCS1A02G066800;biotype=protein_coding;gene_id=TraesCS1A02G066800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49149510.0,49154022.0,.,+,.,ID=gene:TraesCS1A02G066900;biotype=protein_coding;description=P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:Projected from Arabidopsis thaliana (AT3G10420) UniProtKB/TrEMBL%3BAcc:F4J3R7];gene_id=TraesCS1A02G066900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49251327.0,49254104.0,.,-,.,ID=gene:TraesCS1A02G067200;biotype=protein_coding;gene_id=TraesCS1A02G067200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49269259.0,49288855.0,.,+,.,ID=gene:TraesCS1A02G067300;biotype=protein_coding;gene_id=TraesCS1A02G067300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49361011.0,49363692.0,.,+,.,ID=gene:TraesCS1A02G067900;biotype=protein_coding;gene_id=TraesCS1A02G067900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49365311.0,49367228.0,.,-,.,ID=gene:TraesCS1A02G068000;biotype=protein_coding;gene_id=TraesCS1A02G068000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,49526825.0,49535943.0,.,-,.,ID=gene:TraesCS1A02G068300;biotype=protein_coding;gene_id=TraesCS1A02G068300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,52056090.0,52060042.0,.,-,.,ID=gene:TraesCS1A02G069400;biotype=protein_coding;description=At5g52210 [Source:Projected from Arabidopsis thaliana (AT5G52210) UniProtKB/TrEMBL%3BAcc:Q38921];gene_id=TraesCS1A02G069400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,52228530.0,52232086.0,.,+,.,ID=gene:TraesCS1A02G069500;biotype=protein_coding;gene_id=TraesCS1A02G069500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,52235911.0,52238246.0,.,-,.,ID=gene:TraesCS1A02G069600;biotype=protein_coding;gene_id=TraesCS1A02G069600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,52453835.0,52459566.0,.,+,.,ID=gene:TraesCS1A02G069700;biotype=protein_coding;gene_id=TraesCS1A02G069700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,52519641.0,52520791.0,.,-,.,ID=gene:TraesCS1A02G069900;biotype=protein_coding;gene_id=TraesCS1A02G069900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53032274.0,53037595.0,.,-,.,ID=gene:TraesCS1A02G070300;biotype=protein_coding;gene_id=TraesCS1A02G070300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53187274.0,53189460.0,.,-,.,ID=gene:TraesCS1A02G070400;biotype=protein_coding;gene_id=TraesCS1A02G070400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53454198.0,53457285.0,.,-,.,ID=gene:TraesCS1A02G070600;biotype=protein_coding;gene_id=TraesCS1A02G070600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53674142.0,53677477.0,.,+,.,ID=gene:TraesCS1A02G070900;biotype=protein_coding;gene_id=TraesCS1A02G070900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53903909.0,53912680.0,.,-,.,ID=gene:TraesCS1A02G071300;biotype=protein_coding;gene_id=TraesCS1A02G071300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,53993672.0,53997512.0,.,-,.,ID=gene:TraesCS1A02G071400;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S4E1];gene_id=TraesCS1A02G071400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,54000806.0,54002679.0,.,+,.,ID=gene:TraesCS1A02G071500;biotype=protein_coding;description=Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL%3BAcc:A0A341NS94];gene_id=TraesCS1A02G071500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,54022014.0,54027441.0,.,-,.,ID=gene:TraesCS1A02G071700;biotype=protein_coding;description=Prolycopene isomerase%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G06820) UniProtKB/Swiss-Prot%3BAcc:Q9M9Y8];gene_id=TraesCS1A02G071700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,54074821.0,54077829.0,.,-,.,ID=gene:TraesCS1A02G071800;biotype=protein_coding;gene_id=TraesCS1A02G071800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,54349175.0,54355250.0,.,+,.,ID=gene:TraesCS1A02G072000;biotype=protein_coding;gene_id=TraesCS1A02G072000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,54461054.0,54463277.0,.,-,.,ID=gene:TraesCS1A02G072200;biotype=protein_coding;gene_id=TraesCS1A02G072200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,56617368.0,56618763.0,.,+,.,ID=gene:TraesCS1A02G072600;biotype=protein_coding;description=BZIP transcription factor [Source:UniProtKB/TrEMBL%3BAcc:Q53UC7];gene_id=TraesCS1A02G072600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,56917864.0,56924080.0,.,+,.,ID=gene:TraesCS1A02G072800;biotype=protein_coding;gene_id=TraesCS1A02G072800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,57189794.0,57192224.0,.,+,.,ID=gene:TraesCS1A02G073000;biotype=protein_coding;gene_id=TraesCS1A02G073000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,57302734.0,57307922.0,.,-,.,ID=gene:TraesCS1A02G073400;biotype=protein_coding;description=TPR5 [Source:Projected from Arabidopsis thaliana (AT1G56440) UniProtKB/TrEMBL%3BAcc:A0A178WG02];gene_id=TraesCS1A02G073400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,57390211.0,57394799.0,.,-,.,ID=gene:TraesCS1A02G073500;biotype=protein_coding;gene_id=TraesCS1A02G073500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,57634278.0,57635926.0,.,+,.,ID=gene:TraesCS1A02G073900;biotype=protein_coding;gene_id=TraesCS1A02G073900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,57763651.0,57769710.0,.,+,.,ID=gene:TraesCS1A02G074400;biotype=protein_coding;gene_id=TraesCS1A02G074400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58123311.0,58125910.0,.,+,.,ID=gene:TraesCS1A02G074800;biotype=protein_coding;gene_id=TraesCS1A02G074800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58170681.0,58178010.0,.,-,.,ID=gene:TraesCS1A02G075000;biotype=protein_coding;gene_id=TraesCS1A02G075000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58199789.0,58204396.0,.,-,.,ID=gene:TraesCS1A02G075100;biotype=protein_coding;gene_id=TraesCS1A02G075100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58287902.0,58291029.0,.,+,.,ID=gene:TraesCS1A02G075200;biotype=protein_coding;gene_id=TraesCS1A02G075200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58481572.0,58484867.0,.,-,.,ID=gene:TraesCS1A02G075500;biotype=protein_coding;gene_id=TraesCS1A02G075500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58701490.0,58716429.0,.,+,.,ID=gene:TraesCS1A02G075600;biotype=protein_coding;description=Formin-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341NIB0];gene_id=TraesCS1A02G075600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58748070.0,58753312.0,.,-,.,ID=gene:TraesCS1A02G075700;biotype=protein_coding;gene_id=TraesCS1A02G075700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58902277.0,58908361.0,.,-,.,ID=gene:TraesCS1A02G076000;biotype=protein_coding;description=Protein EMBRYO SAC DEVELOPMENT ARREST 30 [Source:Projected from Arabidopsis thaliana (AT3G03810) UniProtKB/Swiss-Prot%3BAcc:F4J2C8];gene_id=TraesCS1A02G076000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,58931328.0,58934940.0,.,+,.,ID=gene:TraesCS1A02G076100;biotype=protein_coding;description=Nitrogen regulatory protein P-II homolog [Source:Projected from Arabidopsis thaliana (AT4G01900) UniProtKB/Swiss-Prot%3BAcc:Q9ZST4];gene_id=TraesCS1A02G076100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,59130571.0,59138769.0,.,-,.,ID=gene:TraesCS1A02G076400;biotype=protein_coding;gene_id=TraesCS1A02G076400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,59613357.0,59616276.0,.,+,.,ID=gene:TraesCS1A02G076900;biotype=protein_coding;gene_id=TraesCS1A02G076900;logic_name=iwgsc_high_conf
1A,IWGSC,gene,59856967.0,59860644.0,.,-,.,ID=gene:TraesCS1A02G077200;biotype=protein_coding;gene_id=TraesCS1A02G077200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,60351393.0,60353968.0,.,+,.,ID=gene:TraesCS1A02G077500;biotype=protein_coding;gene_id=TraesCS1A02G077500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,60354403.0,60358841.0,.,-,.,ID=gene:TraesCS1A02G077600;biotype=protein_coding;gene_id=TraesCS1A02G077600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,60537167.0,60540748.0,.,+,.,ID=gene:TraesCS1A02G077700;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W4ZWP5];gene_id=TraesCS1A02G077700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,60954701.0,60956424.0,.,-,.,ID=gene:TraesCS1A02G078100;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W4ZYP4];gene_id=TraesCS1A02G078100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,61384569.0,61391833.0,.,-,.,ID=gene:TraesCS1A02G078700;biotype=protein_coding;gene_id=TraesCS1A02G078700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,61575768.0,61577009.0,.,+,.,ID=gene:TraesCS1A02G078800;biotype=protein_coding;gene_id=TraesCS1A02G078800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,62021323.0,62024237.0,.,-,.,ID=gene:TraesCS1A02G079400;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W4ZWL4];gene_id=TraesCS1A02G079400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,62609729.0,62614089.0,.,+,.,ID=gene:TraesCS1A02G079700;biotype=protein_coding;gene_id=TraesCS1A02G079700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,62614213.0,62617255.0,.,-,.,ID=gene:TraesCS1A02G079800;biotype=protein_coding;gene_id=TraesCS1A02G079800;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63045956.0,63047438.0,.,+,.,ID=gene:TraesCS1A02G080100;biotype=protein_coding;gene_id=TraesCS1A02G080100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63050622.0,63053515.0,.,-,.,ID=gene:TraesCS1A02G080200;biotype=protein_coding;gene_id=TraesCS1A02G080200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63057503.0,63062305.0,.,-,.,ID=gene:TraesCS1A02G080300;biotype=protein_coding;gene_id=TraesCS1A02G080300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63327891.0,63331958.0,.,-,.,ID=gene:TraesCS1A02G080500;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S1B1];gene_id=TraesCS1A02G080500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63475812.0,63481063.0,.,-,.,ID=gene:TraesCS1A02G080600;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A0D3R0L8];gene_id=TraesCS1A02G080600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,63741495.0,63747947.0,.,-,.,ID=gene:TraesCS1A02G080700;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S1L1];gene_id=TraesCS1A02G080700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,64404585.0,64414503.0,.,+,.,ID=gene:TraesCS1A02G081200;biotype=protein_coding;gene_id=TraesCS1A02G081200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,64593510.0,64600216.0,.,+,.,ID=gene:TraesCS1A02G081300;biotype=protein_coding;gene_id=TraesCS1A02G081300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,64692229.0,64694087.0,.,+,.,ID=gene:TraesCS1A02G081400;biotype=protein_coding;gene_id=TraesCS1A02G081400;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65261477.0,65265780.0,.,+,.,ID=gene:TraesCS1A02G082000;biotype=protein_coding;gene_id=TraesCS1A02G082000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65266307.0,65268355.0,.,+,.,ID=gene:TraesCS1A02G082100;biotype=protein_coding;gene_id=TraesCS1A02G082100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65391963.0,65393451.0,.,-,.,ID=gene:TraesCS1A02G082200;biotype=protein_coding;gene_id=TraesCS1A02G082200;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65615817.0,65616636.0,.,-,.,ID=gene:TraesCS1A02G082300;biotype=protein_coding;gene_id=TraesCS1A02G082300;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65758591.0,65759654.0,.,-,.,ID=gene:TraesCS1A02G082500;biotype=protein_coding;gene_id=TraesCS1A02G082500;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65790413.0,65795583.0,.,-,.,ID=gene:TraesCS1A02G082600;biotype=protein_coding;gene_id=TraesCS1A02G082600;logic_name=iwgsc_high_conf
1A,IWGSC,gene,65798876.0,65800185.0,.,-,.,ID=gene:TraesCS1A02G082700;biotype=protein_coding;description=Auxin-responsive protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5S4S1];gene_id=TraesCS1A02G082700;logic_name=iwgsc_high_conf
1A,IWGSC,gene,66174940.0,66177799.0,.,+,.,ID=gene:TraesCS1A02G083000;biotype=protein_coding;description=Helix-loop-helix DNA-binding domain containing protein [Source: Projected from Oryza sativa (Os05g0139100)];gene_id=TraesCS1A02G083000;logic_name=iwgsc_high_conf
1A,IWGSC,gene,66892110.0,66894637.0,.,+,.,ID=gene:TraesCS1A02G083100;biotype=protein_coding;gene_id=TraesCS1A02G083100;logic_name=iwgsc_high_conf
1A,IWGSC,gene,67683225.0,67687269.0,.,+,.,ID=gene:TraesCS1A02G083400;biotype=protein_coding;description=Y14 [Source:Projected from Arabidopsis thaliana (AT1G51510) UniProtKB/TrEMBL%3BAcc:A0A178WGD6];gene_id=TraesCS1A02G083400;logic_name=iwgsc_high_conf
